Protein,Len,S0,S0,S1,S1,LogFoldChange,Zstatistic,fdr,FDRup,FDRdown
m.14438,273,2,3,0,0,3.798,0.4784,1,0.833565,0.786367
m.14458,126,4,4,4,4,13.22,2.0576,0.390296,0.179875,0.821768
m.1038,113,4,4,2,4,-8.633,-1.1052,0.573491,0.876274,0.359323
m.14465,536,0,0,0,4,0.676,0.0907,0.999991,0.888035,0.727578
m.1447,450,2,1,0,1,3.745,0.5214,1,0.824912,0.79095
m.14490,140,2,3,2,2,5.168,0.4876,1,0.831767,0.787375
m.1454,475,3,4,3,5,-13.871,-2.1254,0.171438,0.818199,0.089957
m.14543,392,1,2,0,1,-12.637,-2.1396,0.167082,0.817751,0.08764
m.1456,431,1,1,2,3,-0.106,-0.0197,0.997725,0.897792,0.703683
m.1461,469,2,2,0,1,-9.413,-1.3496,0.467488,0.857836,0.281186
m.1463,394,4,2,2,4,1.985,0.2781,1,0.866297,0.760342
m.14712,256,1,2,1,2,-7.087,-0.6242,0.815843,0.909173,0.521024
m.10387,484,6,5,3,5,-0.825,-0.1145,0.989982,0.904473,0.68029
m.1472,277,4,5,2,3,-8.127,-1.1605,0.549532,0.871944,0.341324
m.1473,555,12,17,6,11,4.277,0.7897,0.998209,0.753961,0.813177
m.14738,152,3,3,2,2,-13.97,-2.3365,0.114345,0.812348,0.060206
m.14739,401,3,3,1,1,-5.034,-0.817,0.713474,0.89832,0.455156
m.14754,356,7,5,2,5,-9.315,-1.2852,0.495663,0.862498,0.301342
m.14756,396,6,7,3,5,7.03,1.7267,0.619916,0.310707,0.829312
m.14765,420,1,1,0,1,-13.929,-1.1691,0.545831,0.871277,0.338537
m.1478,617,1,1,1,2,-4.777,-0.6414,0.806986,0.908428,0.51514
m.14813,275,1,1,0,2,-11.784,-1.5552,0.380071,0.844186,0.220227
m.1485,256,8,7,2,1,13.359,1.3197,0.893321,0.522101,0.831385
m.104,1674,66,65,52,66,4.25,1.7892,0.566869,0.282534,0.828079
m.14875,111,0,1,1,1,-7.979,-1.0298,0.607175,0.882246,0.384053
m.14897,346,2,2,0,2,-5.41,-1.0367,0.60402,0.881699,0.381781
m.14910,573,6,6,4,5,1.576,0.2062,1,0.875499,0.748844
m.14914,470,2,3,2,1,0.952,0.156,0.999947,0.881263,0.740046
m.14915,293,26,31,29,36,3.745,2.3587,0.273394,0.092404,0.816033
m.14918,406,1,1,1,2,-9.393,-0.712,0.769783,0.904872,0.490961
m.3719,533,0,0,0,0,-0.102,-0.0107,0.998128,0.897075,0.705767
m.14920,231,1,0,0,0,4.337,0.6866,1,0.78503,0.805814
m.14923,328,3,3,3,4,-3.851,-0.9247,0.657562,0.890471,0.418905
m.14938,965,5,1,2,3,-1.593,-0.2663,0.961167,0.911566,0.637743
m.14952,249,4,5,2,8,8.101,1.9228,0.465777,0.228008,0.825005
m.1041,396,5,5,2,4,-1.971,-0.3286,0.943016,0.913086,0.618735
m.14963,1061,23,28,15,18,1.495,0.2873,1,0.865033,0.761725
m.14967,111,3,4,0,1,-6.81,-1.0559,0.595327,0.880176,0.375469
m.14968,138,0,2,0,0,10.732,1.2638,0.913454,0.551409,0.830719
m.14975,171,2,2,0,2,-3.493,-0.5115,0.870815,0.912743,0.559275
m.17308,285,0,0,0,0,-0.84,-0.1365,0.987134,0.905786,0.674495
m.2640,292,0,0,0,0,4.932,0.5639,1,0.815701,0.795173
m.14983,218,4,5,2,4,3.192,0.6149,1,0.803723,0.799864
m.14984,440,10,12,3,4,-4.187,-0.8759,0.682457,0.894133,0.435261
m.14985,790,0,0,1,3,-2.968,-0.393,0.920569,0.913777,0.598331
m.14994,562,0,2,1,1,-0.304,-0.0427,0.996461,0.899561,0.698249
m.14999,503,78,73,71,79,1.002,0.5585,1,0.816909,0.794653
m.1042,331,3,3,1,2,5.847,0.8355,0.993286,0.738614,0.815992
m.1500,101,1,2,1,3,-3.647,-0.3823,0.924545,0.913725,0.601769
symbB1.EST_k37c20_17187|m.39173,946,0,0,0,0,-17.242,-1.7972,0.286591,0.831087,0.156701
m.15018,456,10,10,8,9,10.862,2.9505,0.066725,0.015076,0.808769
m.15026,538,1,1,0,0,3.712,0.5791,1,0.81224,0.796613
m.15038,332,2,2,0,0,-2.425,-0.264,0.961767,0.911494,0.638429
m.1504,136,3,3,1,2,-8.969,-1.1213,0.566475,0.875007,0.35407
m.15047,323,13,12,11,15,-5.622,-1.7901,0.289272,0.831424,0.158413
m.1505,423,5,5,1,3,-15.52,-2.2222,0.143077,0.815302,0.075092
m.15054,242,17,16,15,12,7.819,1.7747,0.578993,0.288917,0.82838
m.15063,195,1,1,0,2,-3.002,-0.2834,0.956548,0.912066,0.632605
m.15079,260,9,15,12,15,1.827,1.0742,0.960551,0.643707,0.826479
m.1044,836,0,0,0,0,10.423,1.2313,0.923648,0.568093,0.830215
m.15083,267,1,1,0,1,3.717,0.6433,1,0.796588,0.802308
m.15096,468,1,1,0,1,-2.428,-0.3535,0.934765,0.91346,0.610929
m.15098,368,5,4,2,4,3.439,0.8672,0.989682,0.727467,0.817774
m.151,201,2,1,0,2,2.674,0.4067,1,0.846625,0.777982
m.15111,545,31,38,17,19,-5.252,-1.8338,0.272816,0.829391,0.14804
m.15114,369,4,5,2,2,11.396,0.9955,0.973261,0.677812,0.823723
m.15121,194,0,0,0,1,-3.119,-0.5384,0.858258,0.912109,0.550213
m.15126,176,0,0,0,1,-10.636,-1.0408,0.602153,0.881374,0.380432
m.15132,728,1,0,0,0,-16.55,-1.9884,0.216533,0.82297,0.114755
m.15134,1205,0,1,0,1,-2.631,-0.2235,0.971503,0.910042,0.650317
m.15141,227,12,13,5,6,15.343,2.4352,0.235946,0.075433,0.814905
m.15142,273,0,0,0,0,2.806,0.4391,1,0.840926,0.78189
m.15155,891,1,4,1,1,-2.982,-0.4223,0.909212,0.913796,0.588834
m.15158,259,1,1,0,0,-1.905,-0.3164,0.946855,0.912854,0.622518
m.15162,152,19,22,13,16,4.507,2.2232,0.32657,0.128189,0.8183
m.15166,611,1,2,3,6,10.713,0.9661,0.977372,0.689844,0.822527
m.15170,715,5,7,5,8,11.519,1.7651,0.587095,0.293194,0.828575
m.15172,116,3,3,2,2,-0.809,-0.0875,0.992904,0.902737,0.687218
m.15175,266,5,6,3,5,1.12,0.1048,1,0.886638,0.730372
m.15185,362,26,28,18,25,7.824,1.358,0.877375,0.501682,0.831698
m.10463,220,0,0,0,0,5.136,0.8025,0.996871,0.749761,0.813993
m.15189,147,1,2,0,0,-0.345,-0.0368,0.996821,0.899116,0.699658
m.15196,185,0,1,0,1,6.819,1.2592,0.914959,0.553788,0.830653
m.152,115,3,5,3,5,5.743,0.989,0.974194,0.680505,0.823467
m.15200,788,10,5,3,6,12.19,2.8223,0.088265,0.02365,0.809937
m.15204,648,31,26,13,15,7.577,1.6314,0.701047,0.356818,0.830798
m.15205,198,3,1,0,0,2.445,0.1904,1,0.877369,0.746146
m.15208,655,0,0,0,0,-11.785,-2.6085,0.069909,0.807299,0.033782
m.1522,770,0,0,0,1,0.702,0.1503,0.999953,0.881886,0.739005
m.15241,654,9,9,5,5,2.026,0.3695,1,0.85278,0.773239
m.15244,481,2,2,1,2,-4.298,-0.4938,0.87885,0.913082,0.565206
m.10468,320,8,9,4,9,4.967,1.3076,0.897978,0.528502,0.831262
m.15247,289,4,2,2,5,-6.57,-0.9751,0.632834,0.886564,0.402132
m.1527,299,19,18,9,10,-6.171,-1.6423,0.34566,0.839081,0.196227
m.15279,668,0,1,1,1,2.334,0.4537,1,0.83825,0.783587
m.15280,205,2,2,1,2,11.457,1.9089,0.475169,0.233337,0.825341
m.15290,959,8,8,3,9,-0.742,-0.152,0.984867,0.906655,0.670332
m.153,398,2,1,1,2,-1.48,-0.1391,0.98677,0.905935,0.673801
m.1530,391,4,8,3,4,-10.269,-1.8909,0.251562,0.826884,0.135109
m.15306,507,0,0,0,0,8.361,0.9812,0.975295,0.683713,0.823153
m.15314,289,0,1,0,0,-3.088,-0.38,0.925386,0.91371,0.602505
m.28786,108,0,0,1,1,3.37,0.4547,1,0.838064,0.783701
m.15316,161,1,2,1,2,-0.997,-0.1856,0.979189,0.908375,0.661088
m.10472,547,5,7,3,4,-4.518,-1.1404,0.558201,0.87351,0.347851
m.15323,305,8,10,3,8,-12.19,-1.9389,0.234068,0.824901,0.124811
m.15325,4828,0,0,0,0,0.128,0.0142,0.998995,0.895017,0.711406
m.15331,209,7,10,2,2,-11.236,-1.6326,0.349426,0.839627,0.198842
m.15370,180,11,10,22,26,-2.999,-1.0349,0.604842,0.881842,0.382374
m.15377,555,18,19,12,17,-1.665,-0.3671,0.930027,0.913607,0.60662
m.15396,329,3,4,2,4,3.926,0.522,1,0.824786,0.791012
m.15400,429,6,5,4,4,2.348,0.3429,1,0.856941,0.769673
m.15409,308,1,0,0,0,-6.381,-0.6068,0.824697,0.909876,0.526969
m.15449,425,0,0,0,3,1.042,0.1986,1,0.876405,0.747554
m.15457,489,3,2,1,2,-4.317,-0.6607,0.796937,0.907533,0.508532
m.10484,222,1,1,0,0,-0.399,-0.0409,0.996574,0.899426,0.69868
m.1547,193,3,3,4,4,-5.068,-0.6713,0.791374,0.907016,0.504901
m.15471,509,6,8,4,7,-7.865,-1.1905,0.536625,0.869626,0.331618
m.15484,173,0,1,0,0,5.002,1.0367,0.966965,0.660298,0.825245
m.15491,328,0,1,0,1,9.111,1.0823,0.959066,0.640043,0.826727
m.15526,304,3,3,2,3,5.789,0.8397,0.992817,0.737162,0.816236
m.15544,155,3,4,1,2,-5.797,-0.8584,0.691581,0.895408,0.441155
m.15573,170,1,0,1,2,10.773,2.1206,0.363663,0.159296,0.820356
m.15586,275,6,6,6,6,-9.521,-0.8787,0.681007,0.893927,0.434319
m.1560,548,9,10,8,11,-3.814,-0.7505,0.749142,0.902628,0.477795
m.15618,675,2,3,0,1,-5.653,-1.2954,0.491213,0.861749,0.298123
m.10496,298,9,11,7,11,7.088,1.3038,0.899405,0.530506,0.831221
m.15633,448,46,43,30,37,-1.14,-0.6011,0.827572,0.910095,0.528914
m.15646,189,0,0,1,0,-5.128,-0.7718,0.737691,0.901303,0.470526
m.15686,206,2,3,3,2,-6.654,-1.9879,0.216707,0.822989,0.114854
m.15693,310,6,4,4,6,4.477,0.9189,0.983481,0.708345,0.820404
m.15700,399,6,4,3,5,-5.373,-0.6935,0.779636,0.905877,0.497296
m.15722,235,21,17,12,9,5.898,1.6915,0.65021,0.327316,0.829921
m.15724,695,2,2,2,2,0.81,0.0889,0.999985,0.888211,0.727218
m.15750,815,1,1,0,0,-3.524,-0.6774,0.788159,0.906711,0.502811
m.15756,276,1,2,0,0,3.669,0.7715,1,0.759817,0.811975
m.1576,513,6,7,6,7,2.117,0.5956,1,0.808379,0.798136
m.10499,214,1,3,1,0,5.945,0.5772,1,0.812678,0.796435
m.15763,343,0,1,0,1,1.611,0.1644,0.999948,0.880334,0.741564
m.15764,225,3,3,2,2,1.703,0.3832,1,0.85056,0.775018
m.15803,206,3,3,0,1,-1.071,-0.1355,0.987274,0.905728,0.674761
m.1582,284,2,1,1,2,-2.866,-0.606,0.825101,0.909907,0.527242
m.15822,319,1,2,0,0,10.611,1.2196,0.927074,0.574025,0.830012
m.1583,327,6,6,3,5,-8.87,-2.1289,0.170359,0.818088,0.089381
m.15839,183,6,5,5,6,-9.931,-1.2493,0.511263,0.865164,0.312743
m.15850,195,1,0,0,1,-5.193,-0.7094,0.771171,0.905016,0.491851
m.15857,420,3,4,3,3,9.417,1.2455,0.919321,0.56084,0.830446
m.15862,387,1,1,0,0,-0.105,-0.0106,0.998132,0.897067,0.70579
m.1054,285,8,9,3,6,-8.838,-0.7034,0.77437,0.905346,0.493906
m.15899,456,4,3,2,1,-0.291,-0.0467,0.996205,0.899859,0.697288
m.1592,810,2,2,0,1,-2.97,-0.5892,0.833533,0.910533,0.532971
m.15923,2429,25,32,6,8,1.833,0.4012,1,0.84756,0.777298
m.15941,522,1,1,0,1,-13.5,-2.0302,0.202208,0.821427,0.106716
m.16005,488,2,1,0,1,0.546,0.0973,1,0.887386,0.728893
m.16009,808,2,3,3,3,0.929,0.1464,0.999956,0.882308,0.738287
m.16029,467,0,0,0,0,-14.366,-2.3903,0.102972,0.811128,0.054094
m.16036,305,1,2,1,2,-7.887,-1.3368,0.473097,0.85875,0.285158
m.10558,176,1,3,1,2,-6.63,-0.6074,0.824394,0.909853,0.526764
m.16060,768,0,1,0,0,-10.133,-0.7903,0.727756,0.900109,0.464226
m.16119,234,1,1,0,1,3.472,0.4745,1,0.834318,0.785935
m.16132,345,2,2,0,2,2.707,0.5342,1,0.822209,0.792253
m.16180,508,1,3,1,2,5.48,1.031,0.96788,0.662766,0.825045
m.16211,276,0,1,0,0,0.271,0.0474,0.999677,0.89211,0.718637
m.16222,296,1,1,0,2,-4.816,-0.5445,0.855356,0.911945,0.548151
m.16226,279,4,2,1,2,6.654,0.893,0.986641,0.718072,0.819128
m.16233,161,6,7,3,4,-11.09,-1.0761,0.586304,0.878574,0.368842
m.16246,388,4,6,1,2,16.166,1.8928,0.486414,0.239604,0.825728
m.16258,131,0,0,0,0,-5.499,-0.7438,0.752742,0.903032,0.480084
m.10560,427,9,10,6,9,1.715,0.3449,1,0.856635,0.769946
m.1626,326,7,7,3,5,13.129,1.2694,0.911588,0.548506,0.830797
m.16281,177,1,1,0,1,2.262,0.3313,1,0.858696,0.768071
m.16282,297,1,2,0,1,6.774,1.1554,0.94378,0.60577,0.828688
m.16309,388,2,4,0,0,-9.413,-1.1587,0.550307,0.872084,0.341908
m.16319,224,1,0,0,1,3.517,0.5166,1,0.82591,0.790454
m.16423,301,0,0,0,1,7.303,0.8426,0.992491,0.736155,0.816403
m.16425,264,0,1,0,0,-19.434,-1.3301,0.476033,0.859231,0.287244
m.16446,276,0,1,0,0,-11.825,-1.4534,0.422406,0.850688,0.249698
m.16449,935,10,9,8,11,4.93,1.1626,0.942072,0.602282,0.828855
m.10567,295,1,1,0,0,-10.549,-1.6109,0.357903,0.84087,0.204744
m.1652,495,30,30,19,25,8.34,1.7833,0.571783,0.28512,0.828203
m.16526,293,2,1,0,0,-8.707,-1.2447,0.513255,0.865509,0.314212
m.1655,411,2,3,2,3,-0.604,-0.1383,0.986883,0.905889,0.674015
m.16552,236,0,1,1,1,5.693,0.8633,0.990134,0.728862,0.817562
m.16570,215,0,1,0,1,0.512,0.0624,0.999844,0.890735,0.721797
m.16591,233,3,2,2,2,0.601,0.1273,0.999983,0.884336,0.734713
m.16598,409,0,2,1,1,-4.445,-0.6791,0.787262,0.906625,0.502229
m.166,168,3,1,0,0,-4.317,-0.5768,0.83968,0.910962,0.537193
m.1664,421,0,0,0,0,-0.814,-0.1247,0.988715,0.905093,0.67762
m.16651,319,2,2,2,1,-6.778,-0.6979,0.777298,0.905643,0.495789
m.10575,652,1,1,0,2,3.795,0.5206,1,0.825079,0.790868
m.16692,411,9,13,6,8,2.037,0.3682,1,0.852988,0.773068
m.16730,536,0,1,0,0,-1.695,-0.1164,0.989753,0.90459,0.679795
m.16736,134,1,3,0,1,-8.68,-1.1251,0.564825,0.874708,0.352831
m.1680,375,1,3,1,1,1.761,0.231,1,0.872456,0.752953
m.1685,362,0,1,0,0,-1.779,-0.2071,0.974998,0.909357,0.655022
m.16859,1199,1,2,1,3,-7.726,-0.9843,0.628434,0.885841,0.399083
m.16863,391,0,0,0,0,13.984,1.9105,0.474073,0.23272,0.825303
m.1688,655,3,6,2,3,-0.461,-0.0871,0.992943,0.90271,0.687319
m.16887,302,0,0,0,0,1.826,0.369,1,0.85286,0.773173
m.1,362,0,0,0,0,0.314,0.0602,0.999826,0.890939,0.721338
m.16910,2217,21,23,5,9,-0.519,-0.0723,0.994284,0.9017,0.691026
m.16923,260,1,0,1,1,0.178,0.035,0.999479,0.893218,0.715975
m.16994,221,9,10,6,7,0.31,0.0486,0.999695,0.892001,0.718892
m.16997,579,38,43,25,36,-2.32,-0.5994,0.828428,0.910159,0.529494
m.17002,969,1,1,0,1,-10.311,-1.0611,0.592993,0.879763,0.373762
m.17007,211,1,1,0,2,-3.982,-0.7896,0.728131,0.900155,0.464464
m.17032,119,4,3,0,2,-2.297,-0.3904,0.921544,0.913767,0.599168
m.1706,388,2,1,0,0,2.844,0.3095,1,0.861897,0.764981
m.17099,205,3,3,1,3,6.339,0.834,0.993453,0.73913,0.815904
m.171,2522,0,1,0,0,3.442,0.5754,1,0.813091,0.796266
m.1060,147,2,3,1,4,7.821,1.8859,0.49135,0.242322,0.825892
m.17101,439,8,10,4,7,3.118,0.3622,1,0.853942,0.772275
m.17110,253,0,2,0,0,12.207,1.1799,0.937801,0.593824,0.829236
m.17128,1219,2,2,0,2,8.182,1.0165,0.97014,0.668979,0.824521
m.1714,264,0,1,0,2,-1.322,-0.2056,0.975305,0.909292,0.655449
m.17144,187,2,5,0,2,-5.72,-0.8133,0.715448,0.898572,0.456411
m.17237,424,0,1,0,1,1.379,0.3196,1,0.860429,0.766425
m.1729,398,4,3,1,3,-3.145,-0.5341,0.860292,0.91222,0.551665
m.17323,421,23,27,18,21,5.03,1.4785,0.813491,0.43676,0.831962
m.10621,420,3,3,3,3,4.542,1.0272,0.968481,0.664403,0.824909
m.17346,797,2,1,0,2,4.493,0.4801,1,0.833235,0.786554
m.17401,143,1,0,0,0,-2.415,-0.2371,0.968409,0.910568,0.646367
m.17423,295,0,0,0,0,6.094,0.6104,1,0.804822,0.799466
m.17427,215,7,8,2,4,7.194,1.5367,0.774504,0.405716,0.83171
m.17452,658,0,0,0,0,-5.395,-1.0933,0.578708,0.877213,0.363212
m.17466,666,18,21,14,18,6.988,1.1148,0.952709,0.62507,0.827661
m.17476,386,2,2,2,2,-1.524,-0.211,0.97419,0.909525,0.653909
m.17491,193,4,2,3,3,-6.013,-0.8307,0.706188,0.897373,0.450514
m.17496,405,3,4,4,4,6.192,0.8178,0.995232,0.74465,0.814939
m.10669,322,0,0,0,0,-4.721,-0.5773,0.839433,0.910945,0.537022
m.17509,429,3,5,0,1,-8.003,-1.4255,0.434395,0.852561,0.258027
m.17514,369,1,1,1,3,-14.429,-1.736,0.30977,0.834082,0.17179
m.17521,185,19,16,9,10,8.167,2.6921,0.119894,0.035851,0.811429
m.17527,348,2,2,1,1,-1.174,-0.17,0.981957,0.907604,0.665417
m.17538,642,0,0,0,0,3.14,0.4196,1,0.844394,0.779562
m.17547,505,3,4,3,3,-1.273,-0.206,0.975223,0.909309,0.655335
m.17553,123,2,2,2,3,0.422,0.065,0.999868,0.890493,0.722338
m.17560,348,3,2,2,6,-10.173,-1.6663,0.336393,0.837752,0.189825
m.17562,293,0,0,0,0,-5.786,-0.5897,0.833284,0.910515,0.532801
m.17572,133,6,9,1,5,-2.867,-0.3971,0.919021,0.913791,0.59701
m.1069,424,2,3,1,1,-0.831,-0.1114,0.990349,0.904281,0.681096
m.17582,562,11,14,6,5,10.288,2.0436,0.39687,0.184603,0.822094
m.17587,233,1,1,1,1,-3.36,-0.3323,0.941825,0.91315,0.617582
m.17594,254,1,0,1,0,-2.743,-0.4951,0.878266,0.913059,0.564771
m.17595,424,7,9,6,5,2.837,0.6688,1,0.789883,0.804404
m.17609,155,5,4,2,2,8.356,1.0178,0.96994,0.668426,0.824569
m.1761,2437,11,9,5,9,1.078,0.155,0.999949,0.881373,0.739864
m.17619,306,1,1,0,0,5.857,0.6173,1,0.803133,0.800075
m.17634,303,2,2,0,1,-10.952,-1.5651,0.376082,0.843584,0.217441
m.17635,354,0,0,0,1,2.384,0.3756,1,0.851798,0.774036
m.17642,405,3,3,1,2,-0.447,-0.0423,0.996487,0.899531,0.698345
m.10693,451,1,3,0,1,-0.925,-0.1443,0.986021,0.906229,0.672408
m.17653,215,8,9,5,6,-6.854,-1.4523,0.422876,0.850761,0.250024
m.17655,964,7,11,3,9,5.65,1.6985,0.644193,0.323972,0.829805
m.17662,137,4,6,4,5,-6.013,-0.7957,0.724861,0.899753,0.462389
m.17682,122,2,2,1,1,7.335,1.2408,0.920775,0.563247,0.830372
m.17683,465,0,0,0,2,1.109,0.1288,0.999981,0.884179,0.734998
m.17686,418,5,5,2,1,5.769,0.6463,1,0.795814,0.802559
m.17718,670,12,16,6,4,-2.763,-0.6672,0.793529,0.907218,0.506305
m.17739,255,10,12,10,11,2.182,0.3788,1,0.851279,0.774451
m.17769,574,3,3,1,3,5.426,0.874,0.98889,0.72502,0.818139
m.107,99,8,9,5,7,-11.429,-2.1204,0.172987,0.818359,0.090783
m.1777,810,0,1,0,1,-4.098,-0.5882,0.834031,0.910568,0.533312
m.17776,322,5,6,2,5,0.369,0.0791,0.999954,0.889158,0.725237
m.17784,409,0,0,0,0,9.063,1.7524,0.597889,0.298914,0.828826
m.17794,846,18,16,9,11,-16.197,-3.7881,0.001707,0.801772,0.000408
m.17804,580,13,12,4,8,-8.984,-2.0231,0.204608,0.821683,0.108052
m.17812,263,1,0,0,0,-0.258,-0.0262,0.997404,0.898301,0.702164
m.17821,322,24,27,26,27,10.589,5.3977,0,0,0.801225
m.17836,548,0,0,0,1,-6.032,-0.9043,0.667864,0.892019,0.425728
m.1784,485,1,0,0,0,-5.865,-0.6063,0.82495,0.909895,0.527139
m.10714,429,7,10,2,5,-1.787,-0.37,0.928996,0.913633,0.605698
m.17857,135,1,3,0,2,-1.449,-0.2391,0.96794,0.910642,0.645783
m.17859,221,2,1,1,2,9.193,1.1155,0.952565,0.624743,0.82768
m.17886,251,0,0,0,1,-11.085,-1.3533,0.465867,0.857574,0.280041
m.17895,500,6,5,1,5,0.692,0.1209,0.999992,0.885,0.733493
m.17897,385,5,5,2,5,5.876,1.063,0.962543,0.648726,0.826125
m.17910,625,1,1,1,1,-4.972,-0.6285,0.813637,0.908992,0.519553
m.17927,304,0,1,0,0,-3.842,-0.7795,0.733554,0.900811,0.467902
m.1793,310,4,3,2,3,4.366,0.9145,0.984027,0.710018,0.820193
m.17939,224,0,0,0,0,2.704,0.3315,1,0.858666,0.768099
m.1796,557,7,8,6,9,1.606,0.2718,1,0.867151,0.759385
m.10723,443,2,2,0,1,0.279,0.039,0.999549,0.892863,0.716838
m.17962,105,0,1,0,0,-8.234,-1.1082,0.57218,0.876038,0.358343
m.17970,233,4,4,0,1,9.739,1.107,0.954296,0.628703,0.827446
m.17977,658,1,3,0,1,-6.403,-1.2627,0.505452,0.864164,0.308476
m.17984,639,10,12,10,12,2.313,0.5335,1,0.822358,0.792183
m.17992,724,11,18,4,8,0.88,0.1671,0.999949,0.880033,0.742048
m.180,623,1,2,0,1,2.007,0.2395,1,0.871382,0.754326
m.18001,225,0,0,0,1,4.619,0.3912,1,0.849238,0.776039
m.18009,870,2,1,1,0,-0.524,-0.0995,0.991681,0.903525,0.684165
m.1802,545,1,1,0,1,-0.161,-0.0248,0.997476,0.898192,0.702492
m.18040,327,8,7,5,6,3.559,0.6957,1,0.782493,0.806519
m.10726,1630,2,2,4,5,4.674,0.7241,1,0.774324,0.808648
m.18048,376,13,15,6,11,5.429,1.2152,0.928331,0.576244,0.829933
m.18060,194,2,1,2,2,-9.398,-1.9859,0.217404,0.823065,0.115249
m.18062,181,6,7,5,4,-7.098,-2.3903,0.102972,0.811128,0.054094
m.18064,292,1,0,1,0,-3.354,-0.4176,0.911079,0.913806,0.590366
m.18070,421,3,4,3,3,-7.429,-0.6897,0.781653,0.906078,0.498598
m.1811,272,1,3,0,1,-11.089,-1.3286,0.47669,0.859339,0.287712
m.18144,177,2,4,1,2,-5.535,-1.0864,0.581746,0.877759,0.365469
m.18155,470,6,6,2,4,-6.846,-1.2348,0.517536,0.866254,0.317377
m.18216,767,3,2,2,2,0.452,0.0916,0.999992,0.887947,0.727758
m.1000,214,28,29,20,23,21.576,3.1299,0.03692,0.007538,0.807495
m.1073,371,3,4,1,3,-4.866,-1.2324,0.518573,0.866435,0.318145
m.18280,786,0,0,0,0,-2.571,-0.3152,0.947225,0.91283,0.622889
m.1834,596,6,8,3,5,-8.078,-2.0424,0.198118,0.820991,0.104448
m.18355,140,2,5,2,4,1.104,0.2107,1,0.874957,0.749601
m.18359,423,1,0,1,3,-1.069,-0.128,0.988286,0.90529,0.67675
m.18362,249,5,2,3,3,8.795,1.0062,0.971692,0.673336,0.824135
m.18370,247,2,4,0,1,0.832,0.1435,0.99996,0.88262,0.737751
m.18387,243,3,4,0,1,9.38,1.1045,0.954796,0.629862,0.827376
m.18428,171,0,2,0,0,-1.142,-0.2019,0.976052,0.909128,0.6565
m.18439,485,1,2,0,1,7.659,0.7563,1,0.764591,0.810938
m.1074,292,0,1,0,0,-12.717,-1.6755,0.332859,0.837251,0.187396
m.18470,326,3,7,0,5,-0.097,-0.0133,0.998016,0.897283,0.705168
m.18491,290,0,0,0,0,-13.648,-1.668,0.33574,0.837659,0.189375
m.18493,251,3,2,2,3,-6.252,-1.0396,0.602699,0.881469,0.380827
m.1850,391,6,5,2,2,-0.86,-0.1708,0.981821,0.907645,0.665196
m.18531,393,0,0,0,0,-6.485,-1.0307,0.606763,0.882175,0.383757
m.18550,321,2,2,2,3,9.033,1.1327,0.948917,0.61664,0.828133
m.18553,252,10,11,10,16,-4.977,-2.235,0.139579,0.814947,0.073286
m.18556,357,13,14,9,9,-3.77,-0.9772,0.631826,0.886399,0.401435
m.18584,365,2,1,1,3,2.577,0.2544,1,0.86946,0.756691
m.18586,202,2,2,1,2,-0.191,-0.0256,0.997435,0.898255,0.702304
m.10744,282,6,9,1,3,-13.096,-2.9771,0.030838,0.803921,0.012284
m.18614,518,0,0,0,0,-6.56,-1.4126,0.43998,0.85344,0.261912
m.1862,270,0,0,1,0,-5.788,-0.7492,0.749841,0.902707,0.478239
m.1866,1135,5,7,3,6,-11.461,-1.3694,0.458816,0.856436,0.275077
m.18667,123,0,0,0,0,5.711,0.8679,0.989601,0.727216,0.817811
m.1881,292,23,26,14,15,-4.241,-1.1938,0.535206,0.869373,0.330553
m.18818,131,2,2,0,0,-4.333,-0.3921,0.920907,0.913774,0.598621
m.18819,1444,17,22,19,22,1.033,0.2442,1,0.870781,0.755078
m.18825,839,36,31,31,35,5.448,3.6437,0.003693,0.000922,0.804258
m.18834,354,7,6,5,6,1.841,0.3984,1,0.848033,0.776947
m.18862,137,4,3,2,4,11.706,1.5878,0.73619,0.379016,0.831293
m.1889,383,2,2,0,2,0.61,0.1086,1,0.886256,0.731115
m.18969,102,1,2,1,1,-2.206,-0.2944,0.95343,0.912355,0.629267
m.1897,265,0,2,0,1,6.628,0.763,1,0.762501,0.811399
m.18995,284,1,2,0,0,11.058,1.8562,0.513356,0.254245,0.826591
m.1903,378,4,3,1,1,-3.971,-0.4067,0.915343,0.913809,0.593906
m.19079,424,0,0,0,0,9.653,1.4074,0.853851,0.4751,0.831937
m.19080,266,2,1,0,2,-11.588,-1.3222,0.479493,0.8598,0.28971
m.19151,186,11,7,9,12,3.238,0.8213,0.994851,0.743467,0.81515
m.1916,493,0,0,0,1,-2.616,-0.4299,0.906158,0.913771,0.586351
m.19161,269,1,2,1,1,1.725,0.2861,1,0.865199,0.761546
m.19191,287,1,1,0,1,-4.148,-0.6496,0.80273,0.908055,0.512333
m.19195,126,3,2,1,2,3.436,0.3513,1,0.855648,0.770815
m.19225,469,3,6,1,3,3.833,0.6004,1,0.807236,0.798571
m.1925,184,0,0,0,0,-9.758,-1.5224,0.393447,0.846221,0.229561
m.1936,223,0,1,0,1,-4.768,-0.5561,0.849785,0.911615,0.544222
m.19365,277,6,6,3,5,6.759,0.8882,0.987214,0.719843,0.818882
m.19416,143,5,6,5,5,-1.215,-0.2768,0.958364,0.91188,0.634595
m.19419,213,1,1,0,2,8.296,0.7357,1,0.770876,0.809488
